"csvline","url","filename","local_path","encrypted","decrypt_pass","istagged","pages","toc","form","fields","tables","word_count","char_count","words_per_page","chars_per_word","image_count","%_img_per_page","ocr_risk","author","creator","producer","subject","title","text"
"22","https://www.drupal.com/trademark/apply","apply","E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\apply","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"23","https://www.drupal.com/trademark/changelog","changelog","E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\changelog","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"24","https://www.drupal.com/trademark/report-violation","report-violation","E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\report-violation","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"25","https://www.drupal.com/trademark/download","download","E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\download","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"26","https://www.drupal.com/case-study/timex","timex","E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\timex","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"27","https://www.drupal.com/showcases?page=2","[Errno 22] Invalid argument: 'E:\\PROJECTS\\perception-dev-3\\REPORTS\\DRUPAL\\PDF\\PDFs\\showcases?page=2'","PDF FAILED TO OPEN:E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\showcases?page=2","","","","","","","","","","","","","","","","","","","","","",""
"28","https://www.drupal.com/showcases?page=1","[Errno 22] Invalid argument: 'E:\\PROJECTS\\perception-dev-3\\REPORTS\\DRUPAL\\PDF\\PDFs\\showcases?page=1'","PDF FAILED TO OPEN:E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\showcases?page=1","","","","","","","","","","","","","","","","","","","","","",""
"29","https://www.drupal.com/showcases?page=0","[Errno 22] Invalid argument: 'E:\\PROJECTS\\perception-dev-3\\REPORTS\\DRUPAL\\PDF\\PDFs\\showcases?page=0'","PDF FAILED TO OPEN:E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\showcases?page=0","","","","","","","","","","","","","","","","","","","","","",""
"30","https://www.drupal.com/case-study/avio","avio","E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\avio","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"31","https://www.drupal.com/case-study/savant","savant","E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\savant","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"32","https://www.drupal.com/case-study/rush-university-medical-center","rush-university-medical-center","E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\rush-university-medical-center","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"33","https://www.drupal.com/showcases?page=5","[Errno 22] Invalid argument: 'E:\\PROJECTS\\perception-dev-3\\REPORTS\\DRUPAL\\PDF\\PDFs\\showcases?page=5'","PDF FAILED TO OPEN:E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\showcases?page=5","","","","","","","","","","","","","","","","","","","","","",""
"34","https://www.drupal.com/showcases?page=3","[Errno 22] Invalid argument: 'E:\\PROJECTS\\perception-dev-3\\REPORTS\\DRUPAL\\PDF\\PDFs\\showcases?page=3'","PDF FAILED TO OPEN:E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\showcases?page=3","","","","","","","","","","","","","","","","","","","","","",""
"35","https://www.drupal.com/case-study/myrevera","myrevera","E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\myrevera","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"36","https://www.drupal.com/case-study/procomun","procomun","E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\procomun","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"37","https://www.drupal.com/case-study/colorado-general-assembly","colorado-general-assembly","E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\colorado-general-assembly","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"38","https://www.drupal.com/case-study/boreal-mountain-resort","boreal-mountain-resort","E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\boreal-mountain-resort","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"39","https://www.drupal.com/case-study/manhattan-associates","manhattan-associates","E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\manhattan-associates","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"40","https://www.drupal.com/case-study/state-revenue-office-australia","state-revenue-office-australia","E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\state-revenue-office-australia","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"41","https://www.drupal.com/case-study/umn-university-minnesota","umn-university-minnesota","E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\umn-university-minnesota","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"42","https://www.drupal.com/case-study/greenpeace-greenwire","greenpeace-greenwire","E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\greenpeace-greenwire","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"43","https://www.drupal.com/case-study/sevilla-fc","sevilla-fc","E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\sevilla-fc","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"44","https://www.drupal.com/showcases?page=4","[Errno 22] Invalid argument: 'E:\\PROJECTS\\perception-dev-3\\REPORTS\\DRUPAL\\PDF\\PDFs\\showcases?page=4'","PDF FAILED TO OPEN:E:\PROJECTS\perception-dev-3\REPORTS\DRUPAL\PDF\PDFs\showcases?page=4","","","","","","","","","","","","","","","","","","","","","",""
